t,mu,lo,hi,p_stouffer,sig_fdr,n_sessions
-0.16499999999999998,0.06613369549855823,0.02413089977241495,0.10813649122470151,0.2589623677660683,0,7.0
-0.14500000000000002,0.07911963966193657,0.031003741517824777,0.12723553780604835,0.23920890860660116,0,7.0
-0.125,0.09207086769481641,0.038128419485987,0.14601331590364583,0.20891891351858405,0,7.0
-0.10500000000000002,0.10560171004696249,0.045991375822769305,0.16521204427115568,0.15592925505279487,0,7.0
-0.08500000000000003,0.11886425401746267,0.05360595718665194,0.1841225508482734,0.13332543739854053,0,7.0
-0.06500000000000004,0.13235374204028677,0.06141812806103608,0.20328935601953746,0.1091620200823189,0,7.0
-0.045000000000000054,0.13360447967240857,0.06469078684108683,0.20251817250373033,0.07456164643193719,0,7.0
-0.025000000000000064,0.13480022770352623,0.06665163191195193,0.20294882349510052,0.05991266340834267,0,7.0
-0.005000000000000074,0.1357921049507882,0.06740957177443667,0.2041746381271397,0.05237728322252544,0,7.0
0.014999999999999916,0.13725189101299623,0.06677294630291257,0.20773083572307988,0.0498488555334029,0,7.0
0.034999999999999906,0.13837852646016785,0.06489187504631244,0.21186517787402326,0.05615667207956221,0,7.0
0.054999999999999896,0.1400362950484181,0.06170413289391567,0.21836845720292053,0.0370518656050306,0,7.0
0.07499999999999989,0.14177320611996883,0.05722328924996277,0.22632312298997487,0.02853757191207651,0,7.0
0.0949999999999999,0.142871501876443,0.0511016436773678,0.23464136007551822,0.03556590793518,0,7.0
0.11499999999999987,0.14483769271129115,0.045059384676208125,0.24461600074637418,0.026256512672423682,0,7.0
0.13499999999999984,0.14736076727471678,0.038726048018851114,0.25599548653058246,0.017870812279658477,0,7.0
0.15499999999999986,0.1480462657278214,0.0329707852884482,0.2631217461671946,0.019773083767744892,0,7.0
0.17499999999999988,0.14840746985374267,0.02845170268110797,0.2683632370263774,0.019983668955423917,0,7.0
0.19499999999999984,0.14815277623240003,0.02507414848040139,0.27123140398439866,0.020412480888995055,0,7.0
0.2149999999999998,0.14685785279136962,0.023317556945897377,0.27039814863684186,0.033330829105479465,0,7.0
0.23499999999999982,0.1443376911311742,0.024096197435034467,0.2645791848273139,0.0428535644165825,0,7.0
0.25499999999999984,0.14073367489998093,0.026412507288657433,0.2550548425113044,0.06569868839729565,0,7.0
0.2749999999999998,0.13615116228391802,0.029584964527103366,0.2427173600407327,0.17106093171029813,0,7.0
0.29499999999999976,0.1303469261879198,0.03272967077956493,0.22796418159627466,0.28417405225386894,0,7.0
0.3149999999999998,0.12315453754981588,0.03528851108659159,0.21102056401304017,0.44841771431852495,0,7.0
0.3349999999999998,0.11465589883710074,0.03773614981238513,0.19157564786181636,0.655207432181198,0,7.0
0.3549999999999998,0.10657193886509718,0.03943321789734475,0.1737106598328496,0.7427476727515083,0,7.0
0.3749999999999997,0.09821072653235542,0.03978336782661722,0.15663808523809364,0.8442757119355832,0,7.0
0.39499999999999974,0.09060562717957918,0.039309673969741686,0.14190158038941666,0.8506132143496743,0,7.0
0.41499999999999976,0.08380726741492048,0.038412598759631954,0.129201936070209,0.7746258123675903,0,7.0
0.43499999999999966,0.07859501510772449,0.03682587097356644,0.12036415924188254,0.6310388334234562,0,7.0
0.4549999999999997,0.07441880217214973,0.03327246779514781,0.11556513654915165,0.5378973156119048,0,7.0
0.4749999999999997,0.07128366927878807,0.029216235808848336,0.11335110274872781,0.33269702347161556,0,7.0
0.4949999999999997,0.06924357890538749,0.024618061561007272,0.11386909624976771,0.21256313846118258,0,7.0
0.5149999999999997,0.0679251889324408,0.019367559117914032,0.11648281874696757,0.1171337194773906,0,7.0
0.5349999999999996,0.06673668424627434,0.014802455695279708,0.11867091279726896,0.06651583118317328,0,7.0
0.5549999999999996,0.06569852608357883,0.010219831296912403,0.12117722087024527,0.04019037686958715,0,7.0
0.5749999999999996,0.06468357011057187,0.006173763436391887,0.12319337678475184,0.03620518016984153,0,7.0
0.5949999999999995,0.0629418793897483,0.003011116130126071,0.12287264264937052,0.06579986955528538,0,7.0
0.6149999999999995,0.060040956704848505,0.0006709285676726878,0.11941098484202432,0.10840830797052092,0,7.0
0.6349999999999996,0.056295336532644034,-0.0010023738534734108,0.11359304691876149,0.1680845734541051,0,7.0
0.6549999999999996,0.0494318529477835,-0.0018633322163981378,0.10072703811196515,0.24497543093389385,0,7.0
0.6749999999999996,0.04246135935277749,-0.0023779940126189697,0.08730071271817395,0.31250059048540313,0,7.0
0.6949999999999995,0.035676547713556064,-0.002327808452374777,0.0736809038794869,0.3597605904772174,0,7.0
0.7149999999999995,0.028958591519258302,-0.002209567993170597,0.0601267510316872,0.42002422763466307,0,7.0
