t,mu,lo,hi,p_stouffer,sig_fdr,n_sessions
-0.16499999999999998,0.010581172270058434,0.0058767568379857775,0.01528558770213109,0.2379486016134218,0,7.0
-0.14500000000000002,0.012553141542913584,0.007490814194569802,0.017615468891257365,0.15590827485750092,0,7.0
-0.125,0.014544549202270848,0.009196423057741349,0.019892675346800347,0.10910983008728359,0,7.0
-0.10500000000000002,0.016618300189415947,0.01105369301596187,0.022182907362870024,0.06226316704186119,0,7.0
-0.08500000000000003,0.018655782444582308,0.012461654030627285,0.02484991085853733,0.053607764728420104,0,7.0
-0.06500000000000004,0.020677599909031515,0.014091858571127889,0.027263341246935142,0.04088690864827005,0,7.0
-0.045000000000000054,0.02025279380790705,0.014645697981256289,0.025859889634557806,0.050803041840185914,0,7.0
-0.025000000000000064,0.020139067355492552,0.014862225840386507,0.025415908870598598,0.05202594305878394,0,7.0
-0.005000000000000074,0.019968431172601015,0.015108331338273998,0.024828531006928032,0.07103731537890567,0,7.0
0.014999999999999916,0.020520437501480023,0.015752066489900355,0.02528880851305969,0.0676359785271109,0,7.0
0.034999999999999906,0.021929313551377238,0.01692255999357606,0.026936067109178417,0.0517822773796448,0,7.0
0.054999999999999896,0.02366420513831246,0.01858034163604194,0.028748068640582977,0.029837378068113374,1,7.0
0.07499999999999989,0.024818793618035153,0.01959513825102906,0.030042448985041246,0.02715195728896147,1,7.0
0.0949999999999999,0.025285602952359414,0.019956463771239316,0.030614742133479513,0.03570733744923893,0,7.0
0.11499999999999987,0.0258660960899352,0.020013490390195367,0.03171870178967503,0.04628713181093291,0,7.0
0.13499999999999984,0.026505769549364847,0.019612389347499787,0.03339914975122991,0.0332420061630877,0,7.0
0.15499999999999986,0.02731536519428943,0.0194150429782416,0.03521568741033726,0.019224831220278293,1,7.0
0.17499999999999988,0.02800415837984618,0.019025893798075132,0.03698242296161723,0.017121761217546827,1,7.0
0.19499999999999984,0.029049523576413827,0.01899996066801061,0.039099086484817046,0.006541260773019197,1,7.0
0.2149999999999998,0.02995386849833206,0.01842127954633432,0.041486457450329806,0.0034183439926400716,1,7.0
0.23499999999999982,0.03001852069831735,0.01690910373322501,0.043127937663409686,0.0026225549125353798,1,7.0
0.25499999999999984,0.029815307007772424,0.015906049150338324,0.043724564865206525,0.002296454971519535,1,7.0
0.2749999999999998,0.03027336331561942,0.015770625958090097,0.044776100673148744,0.0011652208828055732,1,7.0
0.29499999999999976,0.031536596729179925,0.016233879577070547,0.0468393138812893,0.0003489233632621991,1,7.0
0.3149999999999998,0.03191196733245501,0.016572772267391442,0.04725116239751857,0.0006368650304791057,1,7.0
0.3349999999999998,0.03224670895435355,0.017669710354283268,0.04682370755442384,0.0004936544493712169,1,7.0
0.3549999999999998,0.032303619365962155,0.01855166512798535,0.04605557360393896,0.0013251749482944275,1,7.0
0.3749999999999997,0.03233125785162368,0.019795586587617216,0.04486692911563015,0.0013952995261892198,1,7.0
0.39499999999999974,0.032094819481636935,0.02042146648319792,0.04376817248007595,0.00477337016018442,1,7.0
0.41499999999999976,0.031196547244682654,0.020014151010224798,0.04237894347914051,0.04833376487504959,0,7.0
0.43499999999999966,0.030460036447589094,0.019873037274677964,0.04104703562050022,0.1370782486515919,0,7.0
0.4549999999999997,0.030034676195205025,0.01992459060678404,0.04014476178362601,0.28675883113558287,0,7.0
0.4749999999999997,0.02976806935407408,0.020089461196263397,0.03944667751188476,0.3926719515326277,0,7.0
0.4949999999999997,0.02937820705699903,0.020288782755749392,0.03846763135824867,0.5246840677951441,0,7.0
0.5149999999999997,0.030006348348801885,0.021155927474497745,0.038856769223106026,0.4791240092910619,0,7.0
0.5349999999999996,0.03058338918783072,0.021880837041623517,0.03928594133403792,0.47066401910656697,0,7.0
0.5549999999999996,0.03157245971403883,0.023110422615166437,0.04003449681291123,0.38130580405726944,0,7.0
0.5749999999999996,0.03249483678069911,0.02448726023271578,0.040502413328682436,0.2951134761225621,0,7.0
0.5949999999999995,0.03347485299703299,0.025704650057767328,0.04124505593629865,0.19720950743856624,0,7.0
0.6149999999999995,0.03439344772069501,0.026945561233158298,0.041841334208231724,0.11288654171997892,0,7.0
0.6349999999999996,0.03594145207184756,0.02777332902246712,0.044109575121228,0.06564443888793414,0,7.0
0.6549999999999996,0.03286316515498619,0.024765027272784602,0.04096130303718778,0.06573843604202512,0,7.0
0.6749999999999996,0.029525719549190175,0.021772784092828165,0.037278655005552185,0.06557885356486304,0,7.0
0.6949999999999995,0.02611178811123535,0.01884673458347343,0.033376841638997276,0.05602795639163194,0,7.0
0.7149999999999995,0.022490300823415278,0.015782710520400197,0.02919789112643036,0.0502190409500769,0,7.0
