t,mu,lo,hi,p_stouffer,sig_fdr,n_sessions
-0.16499999999999998,0.004691305862804693,0.0030038193503497354,0.006378792375259651,0.00272046675326465,1,11.0
-0.14500000000000002,0.0060961140164101394,0.00377464664640941,0.008417581386410869,0.002065868295202833,1,11.0
-0.125,0.007372153525227721,0.004568463765283802,0.01017584328517164,0.0012382066421552373,1,11.0
-0.10500000000000002,0.009000761025818411,0.00555925219098005,0.012442269860656772,0.00036486579656158646,1,11.0
-0.08500000000000003,0.010493519696562557,0.006667077625889106,0.01431996176723601,0.00010110304718169427,1,11.0
-0.06500000000000004,0.01077032448183047,0.007153291379079199,0.01438735758458174,3.368927000191313e-05,1,11.0
-0.045000000000000054,0.011080043000091862,0.007608677014682979,0.014551408985500745,4.5735890236153764e-06,1,11.0
-0.025000000000000064,0.011158959185637527,0.007770498443375061,0.014547419927899994,3.807480890238857e-06,1,11.0
-0.005000000000000074,0.010955755314074911,0.0077365062555016465,0.014175004372648176,5.65818522146877e-06,1,11.0
0.014999999999999916,0.011576359726137552,0.00822853037487713,0.014924189077397974,4.061037286673397e-06,1,11.0
0.034999999999999906,0.01426959257964694,0.009784988544730679,0.0187541966145632,6.61474133800688e-07,1,11.0
0.054999999999999896,0.018500581521807252,0.012146251789154787,0.024854911254459718,4.625019371928829e-07,1,11.0
0.07499999999999989,0.026301085274605344,0.01675044464378471,0.03585172590542598,7.815058247206963e-07,1,11.0
0.0949999999999999,0.03878504352457878,0.024492236316919474,0.053077850732238085,4.246212415015549e-08,1,11.0
0.11499999999999987,0.05460429832804605,0.03557681786478262,0.07363177879130949,6.93354418324077e-09,1,11.0
0.13499999999999984,0.07245933216781551,0.048698942190086456,0.09621972214554457,2.52327270189312e-10,1,11.0
0.15499999999999986,0.09078744854223707,0.06250634994115926,0.11906854714331487,7.439271421105786e-12,1,11.0
0.17499999999999988,0.10724934654993151,0.07503441546117501,0.13946427763868802,1.944000516118649e-13,1,11.0
0.19499999999999984,0.1182935140103203,0.08409129709706638,0.1524957309235742,1.308175789915822e-12,1,11.0
0.2149999999999998,0.12454263950508931,0.08979278294320164,0.15929249606697699,7.861378215068271e-12,1,11.0
0.23499999999999982,0.12486347770350915,0.09092204715677893,0.15880490825023938,7.879696894974586e-12,1,11.0
0.25499999999999984,0.11815687621198734,0.08648880277446169,0.14982494964951298,4.381695006827613e-11,1,11.0
0.2749999999999998,0.10574934389675893,0.07719419958508679,0.13430448820843105,6.542258956798719e-10,1,11.0
0.29499999999999976,0.09076277641927108,0.06576095177955661,0.11576460105898555,2.958011724452092e-09,1,11.0
0.3149999999999998,0.07446360021877224,0.05328990724806838,0.0956372931894761,2.4061208914183396e-08,1,11.0
0.3349999999999998,0.05868122214286336,0.04132901850920753,0.07603342577651918,2.574829059964756e-07,1,11.0
0.3549999999999998,0.04522190790633421,0.03150983006249362,0.0589339857501748,1.824549838658207e-06,1,11.0
0.3749999999999997,0.03432321747265825,0.02358249671260535,0.04506393823271115,1.7621182111460243e-05,1,11.0
0.39499999999999974,0.025879842847174105,0.017536676843648027,0.03422300885070018,0.00015231206892118987,1,11.0
0.41499999999999976,0.020088755674420897,0.013460137209608059,0.026717374139233738,0.000731084877706456,1,11.0
0.43499999999999966,0.016669469131619343,0.011086738211209908,0.022252200052028777,0.003074451993826388,1,11.0
0.4549999999999997,0.01401667532260095,0.009257019052498032,0.01877633159270387,0.0071148751381179265,1,11.0
0.4749999999999997,0.012093031971789419,0.007905736088984778,0.01628032785459406,0.020345423890812397,1,11.0
0.4949999999999997,0.010459239578105635,0.006669939461344266,0.014248539694867004,0.06166184942473807,0,11.0
0.5149999999999997,0.009883078033786165,0.005970103839723552,0.013796052227848778,0.09611254776892353,0,11.0
0.5349999999999996,0.009720478178775731,0.005513720117682005,0.013927236239869457,0.08994463344473824,0,11.0
0.5549999999999996,0.009684414668865715,0.005605010897864129,0.013763818439867301,0.04113128420029,1,11.0
0.5749999999999996,0.009591195513645455,0.0057004009327697525,0.013481990094521158,0.021654540100252917,1,11.0
0.5949999999999995,0.009391117624731445,0.005637928206628993,0.013144307042833897,0.017093492796917742,1,11.0
0.6149999999999995,0.009403375019154624,0.005671156533543448,0.0131355935047658,0.012575103437449608,1,11.0
0.6349999999999996,0.009244982585646879,0.005945291082630873,0.012544674088662885,0.008115554397562952,1,11.0
0.6549999999999996,0.009383005547122016,0.006425389118776616,0.012340621975467415,0.004339205824308245,1,11.0
0.6749999999999996,0.008405041505254873,0.005886577869167916,0.01092350514134183,0.0019265217270775237,1,11.0
0.6949999999999995,0.0073576098564212536,0.005352644462924758,0.00936257524991775,0.0008948691172240286,1,11.0
0.7149999999999995,0.006222947369853332,0.004568882620218129,0.007877012119488535,0.0005619906239761052,1,11.0
