t,mu,lo,hi,p_stouffer,sig_fdr,n_sessions
-0.16499999999999998,0.016815469546154323,0.0065417554035241635,0.027089183688784484,0.28365741481732565,0,7.0
-0.14500000000000002,0.02110641136666578,0.0079660647696578,0.03424675796367376,0.26575440317877175,0,7.0
-0.125,0.025490844817808386,0.00992011829548338,0.04106157134013339,0.20608803136649256,0,7.0
-0.10500000000000002,0.030007392016862925,0.011975527583717446,0.04803925645000841,0.1922449961861925,0,7.0
-0.08500000000000003,0.03512475169725963,0.013446177302986032,0.05680332609153323,0.1565791658168737,0,7.0
-0.06500000000000004,0.04013159778093539,0.015347416578354228,0.06491577898351655,0.11656216204785808,0,7.0
-0.045000000000000054,0.041639537526931565,0.015679782164254162,0.06759929288960898,0.10489687050255214,0,7.0
-0.025000000000000064,0.0436257618804616,0.015780702673479863,0.07147082108744333,0.07649921760244316,0,7.0
-0.005000000000000074,0.045028703767748195,0.014883030489606326,0.07517437704589006,0.06769492701134161,0,7.0
0.014999999999999916,0.04621138126987746,0.013842817001002587,0.07857994553875233,0.039224860881376,1,7.0
0.034999999999999906,0.04761506544416883,0.013890107839474156,0.08134002304886351,0.02657001754066879,1,7.0
0.054999999999999896,0.04885373302909605,0.014461451754738903,0.08324601430345319,0.022722798188929638,1,7.0
0.07499999999999989,0.05067155612478297,0.014747206842071599,0.08659590540749434,0.019006620497670434,1,7.0
0.0949999999999999,0.05310411924964515,0.01462619306496949,0.0915820454343208,0.02717105129026054,1,7.0
0.11499999999999987,0.056194145719539804,0.015303322180390606,0.09708496925868901,0.017423249123463158,1,7.0
0.13499999999999984,0.05938893421616297,0.014364800438034453,0.10441306799429148,0.008961653093089827,1,7.0
0.15499999999999986,0.06266215853324013,0.013073199402282049,0.11225111766419821,0.006233099490574601,1,7.0
0.17499999999999988,0.06524865628678975,0.011592616654669055,0.11890469591891044,0.005735234609933415,1,7.0
0.19499999999999984,0.06655437454245645,0.010472736724444286,0.12263601236046862,0.002263690979006361,1,7.0
0.2149999999999998,0.0668343277261236,0.010242536766596921,0.12342611868565029,0.0006795688760364849,1,7.0
0.23499999999999982,0.06575805223386506,0.010383028003245282,0.12113307646448485,0.0004037663725791063,1,7.0
0.25499999999999984,0.06383743809742169,0.010839132764433851,0.11683574343040953,0.0007980619273263434,1,7.0
0.2749999999999998,0.06104846091785881,0.011373729703033977,0.11072319213268364,0.0026970965734807173,1,7.0
0.29499999999999976,0.05795291899669396,0.012859836609300845,0.10304600138408708,0.005114540494312814,1,7.0
0.3149999999999998,0.053864324293640235,0.013819993486738548,0.09390865510054192,0.014206033537143004,1,7.0
0.3349999999999998,0.04954876424221647,0.014557646542909877,0.08453988194152307,0.04107507652547193,1,7.0
0.3549999999999998,0.04603084557380359,0.016065723147479716,0.07599596800012746,0.0408770058271114,1,7.0
0.3749999999999997,0.04283107976546276,0.016811452435601504,0.06885070709532401,0.044846424773426596,1,7.0
0.39499999999999974,0.041143047048829665,0.016665119924964916,0.06562097417269441,0.0783519145397813,0,7.0
0.41499999999999976,0.04107305976639662,0.014968292333249273,0.06717782719954397,0.08876018135074171,0,7.0
0.43499999999999966,0.041507332418359875,0.014119153668377044,0.06889551116834271,0.06976536967923941,0,7.0
0.4549999999999997,0.04266032896330028,0.013482587054470647,0.0718380708721299,0.039846416914549376,1,7.0
0.4749999999999997,0.044033469898399444,0.01337555790087672,0.07469138189592217,0.01950353847030528,1,7.0
0.4949999999999997,0.04455746922416159,0.012276651821620209,0.07683828662670297,0.01567168780169048,1,7.0
0.5149999999999997,0.04457000220651597,0.01196505469903967,0.07717494971399227,0.007890236744082069,1,7.0
0.5349999999999996,0.04434023273125686,0.012164499291550536,0.07651596617096318,0.0026048179481532596,1,7.0
0.5549999999999996,0.04362627513105196,0.012163868144228096,0.07508868211787582,0.0009595031187118463,1,7.0
0.5749999999999996,0.042618417573254845,0.012151912910474322,0.07308492223603537,0.0003856602146786736,1,7.0
0.5949999999999995,0.04081247695231895,0.01198509174487597,0.06963986215976194,0.0002249461861163482,1,7.0
0.6149999999999995,0.03806483544378481,0.012587197868238309,0.06354247301933132,0.0001878576594873671,1,7.0
0.6349999999999996,0.03532525464550504,0.012582621829664523,0.05806788746134556,8.649245007497086e-05,1,7.0
0.6549999999999996,0.03056326283156934,0.011345235674710873,0.049781289988427804,5.371172673551694e-05,1,7.0
0.6749999999999996,0.025776842529203536,0.00989376332552399,0.04165992173288308,6.049319599255032e-05,1,7.0
0.6949999999999995,0.0213992748006895,0.00892633935421301,0.03387221024716599,3.664707052686289e-05,1,7.0
0.7149999999999995,0.017267950371097514,0.007474357479741333,0.027061543262453698,5.9369286383947895e-05,1,7.0
