t,mu,lo,hi,p_stouffer,sig_fdr,n_sessions
-0.16499999999999998,0.027939876995073845,0.012860052844307197,0.04301970114584049,0.23380367254042023,0,11.0
-0.14500000000000002,0.03409094055778261,0.016382503516355243,0.05179937759920998,0.2330866073101555,0,11.0
-0.125,0.04046952544708499,0.020484169528835548,0.06045488136533444,0.19440173585895726,0,11.0
-0.10500000000000002,0.047000248002658715,0.024497628920174704,0.06950286708514272,0.19196749815550362,0,11.0
-0.08500000000000003,0.05422703926815226,0.02926821510366204,0.07918586343264249,0.11950308743452154,0,11.0
-0.06500000000000004,0.06165400450401725,0.03395977676917872,0.08934823223885578,0.08270330358945666,0,11.0
-0.045000000000000054,0.06344669973739828,0.03564024176930235,0.0912531577054942,0.06756361837905434,0,11.0
-0.025000000000000064,0.06482985652521044,0.03680050310105618,0.0928592099493647,0.08057878971234478,0,11.0
-0.005000000000000074,0.06454233990435743,0.03705786888308803,0.09202681092562683,0.10708360475204026,0,11.0
0.014999999999999916,0.06480791941051009,0.037651483919096285,0.0919643549019239,0.10020245839601671,0,11.0
0.034999999999999906,0.06605916433351049,0.038308810388520353,0.09380951827850062,0.09711569519079188,0,11.0
0.054999999999999896,0.06891162406019516,0.03963971674679158,0.09818353137359874,0.09247056317224933,0,11.0
0.07499999999999989,0.07221500830292983,0.040860533428503217,0.10356948317735645,0.12839641509311361,0,11.0
0.0949999999999999,0.07633292108241904,0.041381823288760826,0.11128401887607725,0.10665307076861419,0,11.0
0.11499999999999987,0.07989432357020067,0.04072178415795403,0.11906686298244731,0.1181879554897397,0,11.0
0.13499999999999984,0.08194397785540157,0.03782847734220432,0.12605947836859882,0.19438520480866017,0,11.0
0.15499999999999986,0.08338469960009537,0.035147654106055866,0.13162174509413488,0.2017513731721613,0,11.0
0.17499999999999988,0.08389046009173345,0.03348039510343284,0.13430052508003407,0.24116763613828496,0,11.0
0.19499999999999984,0.08518262948576248,0.03297512181471415,0.1373901371568108,0.22333265119398926,0,11.0
0.2149999999999998,0.08635034163642209,0.03418778277135595,0.13851290050148823,0.23757444409117268,0,11.0
0.23499999999999982,0.08559590867088863,0.034989818541396316,0.13620199880038095,0.3677626393716541,0,11.0
0.25499999999999984,0.08295071071377305,0.03483206275974287,0.13106935866780323,0.49696389276024033,0,11.0
0.2749999999999998,0.07953769406794618,0.034144848996361235,0.12493053913953113,1.0,0,11.0
0.29499999999999976,0.07445935701855819,0.032534453685072566,0.1163842603520438,1.0,0,11.0
0.3149999999999998,0.06989095934480255,0.031773526122274715,0.10800839256733039,1.0,0,11.0
0.3349999999999998,0.06668036861054459,0.03183723305965289,0.1015235041614363,1.0,0,11.0
0.3549999999999998,0.06517246246138152,0.03295826211445841,0.09738666280830463,1.0,0,11.0
0.3749999999999997,0.06416019357613031,0.033737612923674255,0.09458277422858638,0.35190140295343175,0,11.0
0.39499999999999974,0.06345964736305908,0.03421374241559662,0.09270555231052154,0.23851567534449802,0,11.0
0.41499999999999976,0.062337128628123836,0.03324592119474094,0.09142833606150673,0.19557615080268242,0,11.0
0.43499999999999966,0.061632624686435496,0.03187565541620174,0.09138959395666925,0.16787883785942848,0,11.0
0.4549999999999997,0.06088564418769437,0.030655680844091437,0.0911156075312973,0.1549163385607628,0,11.0
0.4749999999999997,0.059936922082793866,0.029094767489294834,0.0907790766762929,0.1857386835278838,0,11.0
0.4949999999999997,0.059515766771892714,0.02757298869387787,0.09145854484990756,0.1724078058783176,0,11.0
0.5149999999999997,0.05799199662609211,0.0256594157217759,0.09032457753040832,0.2016767916685337,0,11.0
0.5349999999999996,0.05665821378701651,0.02381024730147019,0.08950618027256284,0.2925757322764819,0,11.0
0.5549999999999996,0.05403343433386283,0.021502442684144904,0.08656442598358076,0.5279579189351957,0,11.0
0.5749999999999996,0.0521479670651105,0.01992985352728137,0.08436608060293962,0.6721100282404784,0,11.0
0.5949999999999995,0.05044097539764372,0.019643213828159565,0.08123873696712788,0.7112295491537735,0,11.0
0.6149999999999995,0.04892102685374851,0.019899008799758706,0.07794304490773832,0.6375400629769896,0,11.0
0.6349999999999996,0.04710241641955877,0.020491895381238395,0.07371293745787914,0.628706594555817,0,11.0
0.6549999999999996,0.04149107158602201,0.01855445070739286,0.06442769246465116,0.5657555515931327,0,11.0
0.6749999999999996,0.03617084120471239,0.0166577251932908,0.05568395721613398,0.5212119249482043,0,11.0
0.6949999999999995,0.031021698229938596,0.014815592758560304,0.04722780370131689,0.422995007979461,0,11.0
0.7149999999999995,0.02632567229621965,0.012690298877922428,0.03996104571451688,0.34712924602304174,0,11.0
